50;100000;0,93;0,14
50;150000;0,96;0,14
50;200000;0,94;0,14
50;250000;0,91;0,14
50;300000;0,87;0,14
50;400000;0,81;0,14
100;100000;1,04;0,14
100;150000;1,04;0,14
100;200000;1,00;0,14
100;250000;0,96;0,14
100;300000;0,91;0,14
100;400000;0,84;0,14
150;100000;1,20;0,14
150;150000;1,15;0,14
150;200000;1,08;0,14
150;250000;1,02;0,14
150;300000;0,96;0,14
150;400000;0,88;0,14
200;100000;1,38;0,14
200;150000;1,27;0,14
200;200000;1,17;0,14
200;250000;1,09;0,14
200;300000;1,02;0,14
200;400000;0,92;0,14
250;100000;1,59;0,14
250;150000;1,40;0,14
250;200000;1,27;0,14
250;250000;1,17;0,14
250;300000;1,09;0,14
250;400000;0,97;0,14
