25;150000;1,11;0,13
25;200000;1,00;0,13
25;250000;0,92;0,13
25;300000;0,85;0,13
25;400000;0,76;0,13
25;500000;0,69;0,13
25;600000;0,63;0,13
25;700000;0,59;0,13
75;150000;1,20;0,13
75;200000;1,07;0,13
75;250000;0,98;0,13
75;300000;0,91;0,13
75;400000;0,80;0,13
75;500000;0,72;0,13
75;600000;0,66;0,13
75;700000;0,62;0,13
125;150000;1,29;0,13
125;200000;1,15;0,13
125;250000;1,04;0,13
125;300000;0,96;0,13
125;400000;0,85;0,13
125;500000;0,76;0,13
125;600000;0,70;0,13
125;700000;0,65;0,13
200;150000;1,43;0,13
200;200000;1,26;0,13
200;250000;1,14;0,13
200;300000;1,05;0,13
200;400000;0,92;0,13
200;500000;0,82;0,13
200;600000;0,75;0,13
200;700000;0,69;0,13
