50;130000;1,77;0,19
50;200000;1,23;0,19
50;280000;0,96;0,19
50;360000;0,81;0,19
50;440000;0,71;0,19
50;520000;0,64;0,19
50;600000;0,59;0,19
50;680000;0,55;0,19
50;750000;0,52;0,19
70;130000;1,81;0,19
70;200000;1,26;0,19
70;280000;0,98;0,19
70;360000;0,82;0,19
70;440000;0,73;0,19
70;520000;0,66;0,19
70;600000;0,60;0,19
70;680000;0,56;0,19
70;750000;0,54;0,19
100;130000;1,87;0,19
100;200000;1,29;0,19
100;280000;1,00;0,19
100;360000;0,84;0,19
100;440000;0,74;0,19
100;520000;0,67;0,19
100;600000;0,62;0,19
100;680000;0,58;0,19
100;750000;0,55;0,19
130;130000;1,91;0,19
130;200000;1,32;0,19
130;280000;1,02;0,19
130;360000;0,86;0,19
130;440000;0,76;0,19
130;520000;0,68;0,19
130;600000;0,63;0,19
130;680000;0,59;0,19
130;750000;0,56;0,19
160;130000;1,94;0,19
160;200000;1,34;0,19
160;280000;1,04;0,19
160;360000;0,87;0,19
160;440000;0,77;0,19
160;520000;0,69;0,19
160;600000;0,64;0,19
160;680000;0,60;0,19
160;750000;0,57;0,19
190;130000;1,97;0,19
190;200000;1,36;0,19
190;280000;1,05;0,19
190;360000;0,89;0,19
190;440000;0,78;0,19
190;520000;0,70;0,19
190;600000;0,65;0,19
190;680000;0,60;0,19
190;750000;0,57;0,19
