50;50000;1,97;0,27
50;80000;1,57;0,27
50;120000;1,28;0,27
50;160000;1,09;0,27
50;200000;0,97;0,27
50;240000;0,88;0,27
50;270000;0,82;0,27
50;310000;0,76;0,27
50;350000;0,70;0,27
70;50000;1,97;0,27
70;80000;1,57;0,27
70;120000;1,28;0,27
70;160000;1,09;0,27
70;200000;0,97;0,27
70;240000;0,88;0,27
70;270000;0,82;0,27
70;310000;0,76;0,27
70;350000;0,70;0,27
100;50000;1,97;0,27
100;80000;1,57;0,27
100;120000;1,28;0,27
100;160000;1,09;0,27
100;200000;0,97;0,27
100;240000;0,88;0,27
100;270000;0,82;0,27
100;310000;0,76;0,27
100;350000;0,70;0,27
130;50000;1,97;0,27
130;80000;1,57;0,27
130;120000;1,28;0,27
130;160000;1,09;0,27
130;200000;0,97;0,27
130;240000;0,88;0,27
130;270000;0,82;0,27
130;310000;0,76;0,27
130;350000;0,70;0,27
160;50000;1,97;0,27
160;80000;1,57;0,27
160;120000;1,28;0,27
160;160000;1,09;0,27
160;200000;0,97;0,27
160;240000;0,88;0,27
160;270000;0,82;0,27
160;310000;0,76;0,27
160;350000;0,70;0,27
190;50000;1,97;0,27
190;80000;1,57;0,27
190;120000;1,28;0,27
190;160000;1,09;0,27
190;200000;0,97;0,27
190;240000;0,88;0,27
190;270000;0,82;0,27
190;310000;0,76;0,27
190;350000;0,70;0,27
