60;60000;2,12;0,29
60;120000;1,36;0,29
60;180000;1,02;0,29
60;250000;0,79;0,29
60;310000;0,66;0,29
60;380000;0,55;0,29
60;440000;0,48;0,29
60;510000;0,42;0,29
60;570000;0,37;0,29
90;60000;2,32;0,29
90;120000;1,51;0,29
90;180000;1,15;0,29
90;250000;0,91;0,29
90;310000;0,77;0,29
90;380000;0,65;0,29
90;440000;0,58;0,29
90;510000;0,51;0,29
90;570000;0,46;0,29
110;60000;2,40;0,29
110;120000;1,58;0,29
110;180000;1,21;0,29
110;250000;0,96;0,29
110;310000;0,82;0,29
110;380000;0,70;0,29
110;440000;0,62;0,29
110;510000;0,55;0,29
110;570000;0,50;0,29
140;60000;2,50;0,29
140;120000;1,66;0,29
140;180000;1,28;0,29
140;250000;1,02;0,29
140;310000;0,88;0,29
140;380000;0,75;0,29
140;440000;0,67;0,29
140;510000;0,59;0,29
140;570000;0,54;0,29
160;60000;2,55;0,29
160;120000;1,70;0,29
160;180000;1,32;0,29
160;250000;1,06;0,29
160;310000;0,91;0,29
160;380000;0,78;0,29
160;440000;0,70;0,29
160;510000;0,62;0,29
160;570000;0,56;0,29
190;60000;2,61;0,29
190;120000;1,75;0,29
190;180000;1,36;0,29
190;250000;1,09;0,29
190;310000;0,94;0,29
190;380000;0,81;0,29
190;440000;0,73;0,29
190;510000;0,65;0,29
190;570000;0,59;0,29
