20;100000;0,15;0,15
20;140000;0,15;0,15
20;190000;0,15;0,15
20;230000;0,15;0,15
20;280000;0,15;0,15
20;330000;0,15;0,15
20;380000;0,15;0,15
20;420000;0,15;0,15
20;470000;0,15;0,15
80;100000;0,15;0,15
80;140000;0,15;0,15
80;190000;0,15;0,15
80;230000;0,15;0,15
80;280000;0,15;0,15
80;330000;0,15;0,15
80;380000;0,15;0,15
80;420000;0,15;0,15
80;470000;0,15;0,15
140;100000;0,15;0,15
140;140000;0,15;0,15
140;190000;0,15;0,15
140;230000;0,15;0,15
140;280000;0,93;0,15
140;330000;0,15;0,15
140;380000;0,15;0,15
140;420000;0,15;0,15
140;470000;0,15;0,15
210;100000;0,15;0,15
210;140000;0,15;0,15
210;190000;0,15;0,15
210;230000;0,15;0,15
210;280000;0,15;0,15
210;330000;0,15;0,15
210;380000;0,15;0,15
210;420000;0,15;0,15
210;470000;0,15;0,15
270;100000;0,15;0,15
270;140000;1,25;0,15
270;190000;0,15;0,15
270;230000;0,15;0,15
270;280000;0,15;0,15
270;330000;0,15;0,15
270;380000;0,15;0,15
270;420000;0,15;0,15
270;470000;0,15;0,15
340;100000;1,52;0,15
340;140000;0,15;0,15
340;190000;0,15;0,15
340;230000;0,15;0,15
340;280000;0,15;0,15
340;330000;0,15;0,15
340;380000;0,94;0,15
340;420000;0,15;0,15
340;470000;0,15;0,15
