210;190000;1,44;0,12
210;280000;1,14;0,12
210;380000;0,95;0,12
210;480000;0,82;0,12
210;580000;0,73;0,12
210;680000;0,65;0,12
210;770000;0,60;0,12
210;870000;0,56;0,12
210;970000;0,52;0,12
270;190000;1,54;0,12
270;280000;1,23;0,12
270;380000;1,03;0,12
270;480000;0,90;0,12
270;580000;0,80;0,12
270;680000;0,73;0,12
270;770000;0,67;0,12
270;870000;0,62;0,12
270;970000;0,58;0,12
330;190000;1,60;0,12
330;280000;1,29;0,12
330;380000;1,08;0,12
330;480000;0,94;0,12
330;580000;0,84;0,12
330;680000;0,77;0,12
330;770000;0,71;0,12
330;870000;0,66;0,12
330;970000;0,62;0,12
400;190000;1,64;0,12
400;280000;1,33;0,12
400;380000;1,12;0,12
400;480000;0,98;0,12
400;580000;0,88;0,12
400;680000;0,80;0,12
400;770000;0,74;0,12
400;870000;0,69;0,12
400;970000;0,65;0,12
460;190000;1,67;0,12
460;280000;1,35;0,12
460;380000;1,14;0,12
460;480000;1,00;0,12
460;580000;0,89;0,12
460;680000;0,82;0,12
460;770000;0,76;0,12
460;870000;0,71;0,12
460;970000;0,66;0,12
520;190000;1,69;0,12
520;280000;1,37;0,12
520;380000;1,15;0,12
520;480000;1,01;0,12
520;580000;0,91;0,12
520;680000;0,83;0,12
520;770000;0,77;0,12
520;870000;0,72;0,12
520;970000;0,67;0,12
