30;60000;1,40;0,24
30;90000;1,13;0,24
30;140000;0,88;0,24
30;180000;0,76;0,24
30;220000;0,67;0,24
30;260000;0,61;0,24
30;300000;0,55;0,24
30;350000;0,50;0,24
30;380000;0,47;0,24
60;60000;1,55;0,24
60;90000;1,26;0,24
60;140000;1,00;0,24
60;180000;0,87;0,24
60;220000;0,78;0,24
60;260000;0,71;0,24
60;300000;0,65;0,24
60;350000;0,59;0,24
60;380000;0,56;0,24
90;60000;1,67;0,24
90;90000;1,38;0,24
90;140000;1,10;0,24
90;180000;0,97;0,24
90;220000;0,87;0,24
90;260000;0,79;0,24
90;300000;0,73;0,24
90;350000;0,67;0,24
90;380000;0,64;0,24
120;60000;1,78;0,24
120;90000;1,47;0,24
120;140000;1,19;0,24
120;180000;1,05;0,24
120;220000;0,94;0,24
120;260000;0,86;0,24
120;300000;0,80;0,24
120;350000;0,74;0,24
120;380000;0,70;0,24
160;60000;1,91;0,24
160;90000;1,59;0,24
160;140000;1,29;0,24
160;180000;1,15;0,24
160;220000;1,04;0,24
160;260000;0,95;0,24
160;300000;0,89;0,24
160;350000;0,82;0,24
160;380000;0,78;0,24
190;60000;2,00;0,24
190;90000;1,67;0,24
190;140000;1,36;0,24
190;180000;1,21;0,24
190;220000;1,10;0,24
190;260000;1,02;0,24
190;300000;0,95;0,24
190;350000;0,88;0,24
190;380000;0,84;0,24
