150;100000;1,22;0,34
150;140000;1,09;0,34
150;190000;0,98;0,34
150;240000;0,90;0,34
150;280000;0,85;0,34
150;330000;0,80;0,34
150;380000;0,76;0,34
150;420000;0,73;0,34
150;460000;0,71;0,34
180;100000;1,36;0,34
180;140000;1,19;0,34
180;190000;1,06;0,34
180;240000;0,97;0,34
180;280000;0,91;0,34
180;330000;0,85;0,34
180;380000;0,81;0,34
180;420000;0,78;0,34
180;460000;0,75;0,34
200;100000;1,47;0,34
200;140000;1,28;0,34
200;190000;1,12;0,34
200;240000;1,02;0,34
200;280000;0,96;0,34
200;330000;0,89;0,34
200;380000;0,84;0,34
200;420000;0,81;0,34
200;460000;0,78;0,34
220;100000;1,61;0,34
220;140000;1,37;0,34
220;190000;1,20;0,34
220;240000;1,08;0,34
220;280000;1,01;0,34
220;330000;0,94;0,34
220;380000;0,88;0,34
220;420000;0,84;0,34
220;460000;0,81;0,34
250;100000;1,87;0,34
250;140000;1,56;0,34
250;190000;1,33;0,34
250;240000;1,18;0,34
250;280000;1,09;0,34
250;330000;1,01;0,34
250;380000;0,94;0,34
250;420000;0,90;0,34
250;460000;0,86;0,34
270;100000;2,11;0,34
270;140000;1,71;0,34
270;190000;1,43;0,34
270;240000;1,26;0,34
270;280000;1,16;0,34
270;330000;1,07;0,34
270;380000;0,99;0,34
270;420000;0,94;0,34
270;460000;0,90;0,34
